DATE, TEM_DEGC, DEPTH
2019-10-05 16:22:43,26.7174682518,0.23700003809891804
2019-10-05 16:22:43,26.7174682518,0.23899497171507064
2019-10-05 16:22:43,26.7174682518,0.2419873722424583
2019-10-05 16:22:43,26.7174682518,0.23799750494138022
2019-10-05 16:22:43,26.7174682518,0.2429848390849205
2019-10-05 16:22:43,26.7174682518,0.23799750494138022
2019-10-05 16:22:43,26.7089271469,0.23600257125645588
2019-10-05 16:22:43,26.7089271469,0.2399924385575328
2019-10-05 16:22:43,26.7174682518,0.23600257125645588
2019-10-05 16:22:43,26.7089271469,0.23899497171507064
2019-10-05 16:22:43,26.7003858772,0.23700003809891804
2019-10-05 16:22:43,26.7089271469,0.2399924385575328
2019-10-05 16:22:44,26.7003858772,0.24497977270107185
2019-10-05 16:22:44,26.7089271469,0.2439823058586097
2019-10-05 16:22:44,26.7003858772,0.2310152371129156
2019-10-05 16:22:44,26.6918444426,0.23700003809891804
2019-10-05 16:22:44,26.7003858772,0.2399924385575328
2019-10-05 16:22:44,26.6918444426,0.24098990539999493
2019-10-05 16:22:44,26.6918444426,0.2399924385575328
2019-10-05 16:22:44,26.6833028432,0.23799750494138022
2019-10-05 16:22:44,26.6833028432,0.23301017079784117
2019-10-05 16:22:44,26.6833028432,0.2340076376403033
2019-10-05 16:22:44,26.6833028432,0.2340076376403033
2019-10-05 16:22:44,26.6747610789,0.23899497171507064
2019-10-05 16:22:44,26.6747610789,0.23500510441399253
2019-10-05 16:22:44,26.6747610789,0.23899497171507064
2019-10-05 16:22:44,26.6662191498,0.2340076376403033
2019-10-05 16:22:45,26.6747610789,0.2399924385575328
2019-10-05 16:22:45,26.6662191498,0.24098990539999493
2019-10-05 16:22:45,26.6662191498,0.23799750494138022
2019-10-05 16:22:45,26.6747610789,0.24098990539999493
2019-10-05 16:22:45,26.6662191498,0.24098990539999493
2019-10-05 16:22:45,26.6747610789,0.23799750494138022
2019-10-05 16:22:45,26.6747610789,0.23600257125645588
2019-10-05 16:22:45,26.6747610789,0.23799750494138022
2019-10-05 16:22:45,26.6747610789,0.2399924385575328
2019-10-05 16:22:45,26.6747610789,0.23700003809891804
2019-10-05 16:22:45,26.6747610789,0.2340076376403033
2019-10-05 16:22:45,26.6747610789,0.23899497171507064
2019-10-05 16:22:45,26.6747610789,0.2399924385575328
2019-10-05 16:22:45,26.6747610789,0.2340076376403033
2019-10-05 16:22:45,26.6747610789,0.24098990539999493
2019-10-05 16:22:46,26.6747610789,0.23500510441399253
2019-10-05 16:22:46,26.6747610789,0.24098990539999493
2019-10-05 16:22:46,26.6747610789,0.23001777027045348
2019-10-05 16:22:46,26.6662191498,0.23899497171507064
2019-10-05 16:22:46,26.6747610789,0.23700003809891804
2019-10-05 16:22:46,26.6747610789,0.2399924385575328
2019-10-05 16:22:46,26.6662191498,0.23899497171507064
2019-10-05 16:22:46,26.6747610789,0.24098990539999493
2019-10-05 16:22:46,26.6662191498,0.23700003809891804
2019-10-05 16:22:46,26.6662191498,0.23799750494138022
2019-10-05 16:22:46,26.6662191498,0.23799750494138022
2019-10-05 16:22:46,26.6747610789,0.2419873722424583
2019-10-05 16:22:46,26.6662191498,0.2340076376403033
2019-10-05 16:22:46,26.6662191498,0.2310152371129156
2019-10-05 16:22:46,26.6662191498,0.24098990539999493
2019-10-05 16:22:47,26.6662191498,0.23500510441399253
2019-10-05 16:22:47,26.6662191498,0.2340076376403033
2019-10-05 16:22:47,26.6747610789,0.23301017079784117
2019-10-05 16:22:47,26.6662191498,0.2419873722424583
2019-10-05 16:22:47,26.6747610789,0.23799750494138022
2019-10-05 16:22:47,26.6662191498,0.2429848390849205
2019-10-05 16:22:47,26.6662191498,0.2340076376403033
2019-10-05 16:22:47,26.6662191498,0.23600257125645588
2019-10-05 16:22:47,26.6662191498,0.23700003809891804
2019-10-05 16:22:47,26.6662191498,0.2429848390849205
2019-10-05 16:22:47,26.6662191498,0.2340076376403033
2019-10-05 16:22:47,26.6662191498,0.24098990539999493
2019-10-05 16:22:47,26.6662191498,0.2399924385575328
2019-10-05 16:22:47,26.6576770557,0.23500510441399253
2019-10-05 16:22:47,26.6662191498,0.2439823058586097
2019-10-05 16:22:48,26.6662191498,0.23500510441399253
2019-10-05 16:22:48,26.6576770557,0.2439823058586097
2019-10-05 16:22:48,26.6576770557,0.23600257125645588
2019-10-05 16:22:48,26.6576770557,0.23600257125645588
2019-10-05 16:22:48,26.6662191498,0.23500510441399253
2019-10-05 16:22:48,26.6576770557,0.23600257125645588
2019-10-05 16:22:48,26.6662191498,0.23899497171507064
2019-10-05 16:22:48,26.6576770557,0.23799750494138022
2019-10-05 16:22:48,26.6662191498,0.23799750494138022
2019-10-05 16:22:48,26.6662191498,0.2399924385575328
2019-10-05 16:22:48,26.6662191498,0.2340076376403033
2019-10-05 16:22:48,26.6662191498,0.23301017079784117
2019-10-05 16:22:48,26.6662191498,0.23301017079784117
