PhotoID, X, Y, Z, Omega, Phi, Kappa, r11, r12, r13, r21, r22, r23, r31, r32, r33
image_19_rightcam,-27.6024218375018190,-29.8670942903011430,22.7975923100475090,-78.8390237134062490,38.6687700706770770,-41.4219189867471370,0.5854674664644053,-0.5877262314226258,0.5583956685089064,0.5165571988218541,-0.2604129916842597,-0.8156921809772197,0.6248171781065806,0.7660045369707752,0.1511308813019968
image_20_rightcam,-27.2146274606131870,-29.8133862985968820,22.2905108978185350,-71.4129525663096420,33.9581472574730300,-46.0403264345332990,0.5757613997737439,-0.5969615738317758,0.5586910504911176,0.5970587788451955,-0.1598568481939612,-0.7861085183925798,0.5585871687878834,0.7861823372817416,0.2643817456099317
image_21_leftcam,-28.0287017990877630,-29.2026877466294440,22.0070434573980660,-77.6934588447584530,40.7690523455225600,-40.1339175662721390,0.5790227222904923,-0.6251675048636777,0.5233529191031907,0.4881685187204383,-0.2482881942324879,-0.8366866019813293,0.6530116265439691,0.7399449732698331,0.1614225886643683
image_21_rightcam,-26.7479296051821220,-29.8662674753918400,21.6012477583154700,-63.2472514035379020,32.9646315967142630,-48.8943106517196070,0.5516049550417970,-0.6586205018999931,0.5118114965984434,0.6321898979767253,-0.0701620224635493,-0.7716302375490491,0.5441212240572086,0.7491971203100193,0.3776715086548884
image_22_leftcam,-27.6695068144879030,-29.0750714868374370,21.5312620591857280,-70.0057962768626960,35.8041658068972100,-45.4055081402384810,0.5694055545701419,-0.6294579051565243,0.5287343946261007,0.5775230222750228,-0.1514174109897533,-0.8022094030809437,0.5850166434957154,0.7621387756079074,0.2773085169047050
image_22_rightcam,-26.0187815920466470,-29.9691073559375450,20.5795754212466520,-57.4377090955364480,35.8048902772072640,-48.7209413599422660,0.5350477924965913,-0.7297604233294242,0.4256449039828676,0.6094812449832719,-0.0154649168837170,-0.7926496378346619,0.5850268983202104,0.6835280249469216,0.4365008217105608
image_23_leftcam,-27.1331435093795150,-29.0483952437611280,20.9065674564897430,-61.0897310806444120,34.9866774812556830,-48.5987601608620350,0.5418164486714592,-0.6945662446685098,0.4732997651765019,0.6145433167381933,-0.0567836258764950,-0.7868367884667944,0.5733859501256273,0.7171843219141104,0.3960747411778858
image_23_rightcam,-25.2107968391834770,-30.0633585915664310,19.3891385412840020,-54.6078089430385920,34.9415920916777980,-49.2149285520534650,0.5354709063383888,-0.7435190130000874,0.4005625865860670,0.6206758867422935,0.0248051298681501,-0.7836747725612278,0.5727410864272028,0.6682545793629852,0.4747667480759233
image_24_leftcam,-26.4677793692059350,-29.0204481230964790,19.9018085921585520,-56.2544964055395340,36.6078364240417930,-48.4020093537894450,0.5329363676980279,-0.7446200490047407,0.4018952731807255,0.6003030793882063,-0.0020150746336537,-0.7997700621749091,0.5963346718595770,0.6674855220110759,0.4459238018358429
image_24_rightcam,-24.4893253201418130,-30.1136232268194920,18.4770331856476520,-53.6759534520243160,34.0552280078323970,-48.0130765349857640,0.5542329531293332,-0.7421111197854846,0.3769574505912737,0.6158206399172210,0.0609034209854416,-0.7855289382092900,0.5599917616514399,0.6675042016369667,0.4907620275444227
image_25_leftcam,-25.6663989594219690,-29.0821779945682480,18.7745213907385460,-54.5396192438237150,35.9536058849202790,-48.5839019175662510,0.5354976950394990,-0.7514196702657919,0.3855005807324192,0.6070589855186702,0.0251409319987132,-0.7942589764297783,0.5871299742888516,0.6593454425988584,0.4696189738667806
image_25_rightcam,-23.5878320553593780,-30.0796239145387360,17.5415135628548850,-52.8380987859197830,30.5699578370821210,-46.2284818504811450,0.5956323814576817,-0.7165891706604404,0.3629352926504021,0.6217380868512858,0.1252085022670778,-0.7731523668194634,0.5085900289206955,0.6861652799815926,0.5201090184088609
