PhotoID, X, Y, Z, Omega, Phi, Kappa, r11, r12, r13, r21, r22, r23, r31, r32, r33
image_225_leftcam,-11.1093293605765170,-24.5828048677970510,-7.1880790007599744,14.0158886578596000,-6.7121078744917364,-12.5828942112632150,0.9692924389522724,-0.2389936503372518,0.0579154805594427,0.2163587066898324,0.9407586753419232,0.2610785797579214,-0.1168806135741032,-0.2405309748605898,0.9635786279817313
image_225_rightcam,-9.2859715304930361,-23.0086047679808880,-6.7820880566513297,11.7112615604196510,-4.4284909305082554,-15.3761140252151680,0.9613273710985542,-0.2747464854497858,0.0190802072770064,0.2643625505533099,0.9399783138459620,0.2157619321480300,-0.0772148136155983,-0.2023737587541750,0.9762595629882535
image_226_leftcam,-10.8995932995031520,-23.8329182481029630,-6.9741195337446307,10.6997291929801830,-4.3593620306993923,-14.0142576045927140,0.9674285227533261,-0.2516454628043740,0.0275066248981876,0.2414627396130044,0.9499491335788174,0.1982230788567183,-0.0760118329071177,-0.1851248353485474,0.9797708898488839
image_226_rightcam,-9.7078472398243552,-22.5661608612848990,-6.8794648386317920,12.5721578147388690,-9.5457990284384984,-17.0852952252366950,0.9426328783422391,-0.3212548959525144,0.0907664502708174,0.2897269396178264,0.9223440380295109,0.2556164626371019,-0.1658359343686224,-0.2146549960703351,0.9625080132311267
image_227_leftcam,-10.2410700853684030,-22.5982395495725610,-6.8030655243189058,11.3698974090512320,-6.9786767188551240,-15.0271904870422000,0.9586476808244613,-0.2773227225362092,0.0639275497339514,0.2573565363387064,0.9406384858023961,0.2212845503669874,-0.1214999475457752,-0.1956817482354458,0.9731117182286387
image_227_rightcam,-9.5688195145390011,-21.8768285141710880,-6.8286614987771026,10.8732872657037480,-6.0733548970871318,-15.3449027907949610,0.9589376712818507,-0.2791246174266888,0.0502791263144681,0.2631435992675433,0.9417556100799565,0.2094082544873813,-0.1058016481963502,-0.1875788336389101,0.9765347881205266
image_228_leftcam,-10.6459200192187030,-22.1340641297840830,-6.9970830809264033,11.3444590935755980,-10.6354545914744150,-16.8481298998174260,0.9406350686511086,-0.3189189964003003,0.1161737550342157,0.2848568732520491,0.9278550648963877,0.2407104906463085,-0.1845595551164736,-0.1933278362811361,0.9636192808023633
image_228_rightcam,-9.1122002016334740,-21.0157215292518630,-6.6568467977533716,10.8035971325515840,-3.1854695191362254,-12.8432439423250710,0.9734754075094978,-0.2284998446099012,0.0115521421160032,0.2219409734311118,0.9553854925978786,0.1948865435220183,-0.0555682938974003,-0.1871533637067738,0.9807577596769613
image_229_leftcam,-10.4919217166692050,-21.4213017361206290,-6.8996281519030456,9.6792720076368202,-7.0694048095527968,-14.6061268657451590,0.9603256944999041,-0.2686066277570098,0.0750002667214192,0.2502557689336605,0.9486885819080683,0.1932925882507674,-0.1230715669791330,-0.1668545896350039,0.9782703794550028
image_229_rightcam,-8.5728196549195506,-20.0860321049153150,-6.4711255124544413,11.7559650425329230,-2.2768388098758536,-12.5097711601536650,0.9754883604508282,-0.2199647725458537,-0.0061609628960163,0.2164351045967616,0.9540280552599294,0.2073314141058853,-0.0397278758951962,-0.2035828298649178,0.9782513620031653
image_230_leftcam,-10.0771248405200710,-20.5913000243454360,-6.7111152359028967,9.8833180700083521,-4.7223376723563426,-12.2089549061005830,0.9740649968235522,-0.2221502956025170,0.0429724112291561,0.2107596678457882,0.9598895017571045,0.1849121597570878,-0.0823270573545929,-0.1710596111892343,0.9818150869930253
image_230_rightcam,-7.9135692591397735,-19.3439050825289730,-6.2703419098755928,10.5546989134489060,-5.7538092295699066,-13.2877638050659770,0.9683247169411806,-0.2438254214991919,0.0538182719113513,0.2286839212588071,0.9525406221127770,0.2009229389161422,-0.1002542104775580,-0.1822512744969028,0.9781275817733474
image_231_leftcam,-9.5112483538309416,-19.7215745508323690,-6.4932374997983260,11.0097603704100850,-4.0305387414443885,-12.1934850676905770,0.9750224425468632,-0.2204467335895779,0.0271011841002332,0.2106912672730007,0.9566146091181351,0.2012403526051736,-0.0702881670329087,-0.1905038773134116,0.9791669144245586
image_231_rightcam,-7.4379277994995991,-18.7512141340844560,-6.1350840841758325,8.5622883973835062,-8.9590266150085860,-13.6111448810331890,0.9600578362993606,-0.2552426525828551,0.1146304464907044,0.2324601192553431,0.9556265775183451,0.1809423590438851,-0.1557281089462723,-0.1470681224570525,0.9767905217808861
image_232_leftcam,-8.8896761616682323,-18.9419984615304880,-6.3660079542251609,9.1762039573952414,-8.0281847239102042,-13.0859372224761630,0.9644855590112171,-0.2452081721222332,0.0981863472347001,0.2241932901606411,0.9565238741610448,0.1865460983427222,-0.1396602130378101,-0.1579082977060389,0.9775274903601506
image_232_rightcam,-7.0768026637836892,-18.2432702329786630,-5.9603290994863158,7.2034785902577241,-12.3068764735672700,-13.3512205175354060,0.9506139116728667,-0.2551019653291159,0.1767941690758887,0.2256131014499683,0.9591213767694278,0.1708359244364121,-0.2131476469214184,-0.1225119255792667,0.9693084693237353
image_233_leftcam,-8.3991402731074132,-18.3967223400921720,-6.2688768953639942,7.4058316205817727,-11.2008883720247730,-13.0884468430878390,0.9554686251019735,-0.2489534795993627,0.1584357012832469,0.2221414291100225,0.9602264086784609,0.1691698245829396,-0.1942495609228022,-0.1264413265978941,0.9727690882267299
image_233_rightcam,-6.7372970572358488,-17.5650015545443310,-5.6340550306882937,6.3346281602972851,-14.9165838070589290,-13.4393472814095110,0.9398408919871779,-0.2586207424368330,0.2231914185854091,0.2245838520191522,0.9600771569203850,0.1667751365519158,-0.2574124922395679,-0.1066169045747062,0.9604018140850851
image_234_leftcam,-8.0634003881939549,-17.7777161245102350,-6.1521106338869567,5.8058461298106607,-14.4902747040209280,-13.2572515077938750,0.9423880934308729,-0.2527839721190517,0.2191003076205943,0.2220288282082805,0.9625528668787324,0.1555479922981684,-0.2502156685824898,-0.0979399913377964,0.9632236901636971
image_234_rightcam,-6.4796501469720695,-16.8652042308416660,-5.2845216262711476,7.0314257571703465,-13.9773834091685920,-13.5994810253666110,0.9431844154776011,-0.2621035953804015,0.2042176870127627,0.2281712813006887,0.9577008059463756,0.1753483181535108,-0.2415388680725695,-0.1187891896526351,0.9630929880504231
image_235_leftcam,-7.7442089755349031,-17.2279871802777290,-5.8755779001558288,5.6311480091235788,-16.9621274411287960,-13.2006536793444230,0.9312235916214662,-0.2551301549357844,0.2602522362056851,0.2184277302366065,0.9623407831781579,0.1618318377073375,-0.2917395226418614,-0.0938553199051199,0.9518819411325159
image_235_rightcam,-6.0804732911588930,-16.2089142903636510,-4.9603631053939035,7.6355665125770260,-11.2163845278619620,-12.8285647951233360,0.9564151213986767,-0.2452662829425827,0.1584757584347955,0.2177936738613181,0.9606547568111387,0.1723611146463201,-0.1945148610927826,-0.1303337587413985,0.9722021806941161
image_236_leftcam,-7.4322389439691783,-16.4289764270210630,-5.4623705702605347,5.9855505894844070,-15.6116752854405760,-13.3276883433987510,0.9371689327590316,-0.2565702526427742,0.2364024046623065,0.2220155997857360,0.9612936061193936,0.1631676324696547,-0.2691160807589873,-0.1004306143205120,0.9578571014426561
image_236_rightcam,-5.7488156860387729,-15.2565122813174070,-4.7312830358463902,7.0114456483624252,-9.8245447726525210,-12.9230138620868650,0.9603777817294110,-0.2422702250459329,0.1377666665659331,0.2203618995322418,0.9627245013507616,0.1568507817432543,-0.1706316195640133,-0.1202774814964167,0.9779663480150229
image_237_leftcam,-7.0871997741728308,-15.6660076389761360,-5.1116354873397594,6.1376770475672853,-12.7812369682519570,-12.5232350560679060,0.9520195262768966,-0.2386831800461737,0.1915441493508993,0.2114627297510527,0.9654834958248096,0.1520695012687892,-0.2212291470709660,-0.1042686858694921,0.9696317371215231
image_237_rightcam,-5.3288924258640122,-14.4707594062889160,-4.4626860941488751,8.6039346622296922,-8.4938028866501476,-12.9158513507360500,0.9640087385357674,-0.2425420184196702,0.1089060206214100,0.2210681834943474,0.9587911689873044,0.1784610672344747,-0.1477024382777350,-0.1479623721520793,0.9779013887677742
image_238_leftcam,-6.7120384275110831,-14.8026089965439790,-4.8772699226097815,6.1794279643204515,-11.5540622668942970,-12.5096644088817190,0.9564767112147627,-0.2363938646090909,0.1710854806199820,0.2122150519306986,0.9659171220367542,0.1482190442901486,-0.2002924677511422,-0.1054611498676786,0.9740435684458602
image_238_rightcam,-5.0018337851553367,-13.3342182577441780,-4.1227560095731883,7.9564852622769360,-7.8841346669525390,-11.8871793675740990,0.9693052935401314,-0.2225823690621966,0.1044238329967823,0.2040381482080944,0.9652239313157314,0.1634356034994099,-0.1371702664242201,-0.1371125501114491,0.9810119604831759
image_239_leftcam,-6.2610829025453505,-14.0435927941804980,-4.5406996933490351,7.8187057525365100,-9.8368357777320981,-12.4684167096364970,0.9620601714494750,-0.2365874536661762,0.1358918808404743,0.2127272899543583,0.9623200714998202,0.1693729024881353,-0.1708429882063678,-0.1340390120686361,0.9761384208319961
image_239_rightcam,-4.3908974967607142,-12.8491403835516420,-3.8470148617568176,8.7507705670614229,-6.4737428221109052,-10.4327621551996740,0.9771971308786080,-0.1958431569283103,0.0820440447989372,0.1799268863015276,0.9689138853931149,0.1698004660719603,-0.1127478735429362,-0.1511665987471144,0.9820573183041687
image_240_leftcam,-5.8942800421214345,-13.0255758761805430,-4.2057509816007306,7.2494226693647050,-9.5685992930829062,-11.4995568921078540,0.9662928127263655,-0.2183218275625169,0.1364323263861311,0.1965867123382306,0.9679111131420721,0.1565303216253033,-0.1662283507871474,-0.1244333422593709,0.9782047222993496
image_240_rightcam,-3.9402834625931478,-12.3107415827831550,-3.6726803992751527,8.7414685967730090,-1.3017003673445275,-9.7575594126573826,0.9852793759012288,-0.1709133847218369,-0.0036285460738894,0.1694357966943041,0.9735007775748269,0.1535830292049679,-0.0227170029328564,-0.1519369967589624,0.9881290840743511
image_241_leftcam,-5.3471855209974022,-12.5515385699439040,-3.9280034114737923,7.9538855964500854,-7.8005051174481936,-9.8672498658975822,0.9760909642917739,-0.1882205775386298,0.1087172645856190,0.1697802755471032,0.9725110854215586,0.1593638816273373,-0.1357243068249183,-0.1370955977528338,0.9812154246717124
image_241_rightcam,-3.7183545118080490,-11.2404775228901310,-3.5779662748873724,9.7530562013833766,1.1664536625035660,-8.8892838325431462,0.9877840471559949,-0.1488851427069063,-0.0459988093896724,0.1544935813266900,0.9742422922270575,0.1642671280719981,0.0203570506944569,-0.1693669693810246,0.9853427932297016
image_242_leftcam,-4.9887941283279966,-11.9515016463117940,-3.7091206997381323,7.8372857547972252,-2.5531993172302871,-9.2595253552600720,0.9859898552326925,-0.1653989592570742,0.0216145704304029,0.1607469167454995,0.9767732370481770,0.1416844103747530,-0.0445469879456468,-0.1362249157206664,0.9896758753257897
image_242_rightcam,-3.2892721758519698,-10.0411591228588610,-3.3171118334985996,9.2710342976841620,0.9698960199731236,-9.4710099376393746,0.9862276645954606,-0.1597092398387146,-0.0429878156775098,0.1645249764341717,0.9739330608700112,0.1561599342779907,0.0169270705061114,-0.1610818166476622,0.9867958870149237
image_243_leftcam,-4.6776259822487685,-10.8413224690217530,-3.5239314096807357,9.1610867469223081,-0.5286613993384981,-8.3920336411791343,0.9892505230770268,-0.1455371585375321,-0.0142245589263958,0.1459392670103160,0.9764594405801946,0.1588354218878939,-0.0092267511249057,-0.1592039458890225,0.9872025985971898
image_243_rightcam,-2.8976600646819910,-9.2233444763361216,-3.0109974144620288,8.0187255785221385,-0.0218199826823917,-9.9921870224011045,0.9848313514847387,-0.1718696776519491,-0.0238332338669835,0.1735138729348453,0.9751930462214614,0.1374462022045616,-0.0003808305313305,-0.1394967257863853,0.9902224590782541
image_244_leftcam,-4.2282234495173014,-9.7311564505837786,-3.2655166271471567,8.4037418764123757,-0.8566826105508972,-9.2913355689383614,0.9867698317694915,-0.1618774522357701,-0.0089994203849737,0.1614365370427990,0.9759310086943448,0.1466182484429131,-0.0149513750952381,-0.1461312996126932,0.9891522125822025
image_244_rightcam,-2.5601015446669262,-8.7523817226982707,-2.7993300040017872,8.3013405166614849,-2.2545677564191280,-10.7664397126427310,0.9816363682121923,-0.1904284699687976,0.0112711325304968,0.1866613141150441,0.9710426667588780,0.1491096681863779,-0.0393394765600934,-0.1442675887340937,0.9887564252255601
image_245_leftcam,-3.8696041108370700,-8.8906394276081695,-2.9739811365521742,6.9848870363347428,-2.3164451168354492,-9.6124293043477298,0.9851541447442416,-0.1705895296153067,0.0192489864374825,0.1668461848421165,0.9778215477360293,0.1265992550797461,-0.0404185810843511,-0.1215081609141734,0.9917671627627036
image_245_rightcam,-2.3197939631407576,-8.1347680428937021,-2.6280312462661453,8.5362872442436899,-3.3369989620619775,-11.5429909019784120,0.9781135658214351,-0.2063519173164504,0.0266971641921408,0.1997638602239225,0.9671920007427989,0.1569523298571234,-0.0582086978424570,-0.1481840744444790,0.9872452722482487
image_246_leftcam,-3.5248282970975215,-8.3836432594550843,-2.8006842591708945,7.2719236565830547,-4.1861624118882803,-10.4072234530040290,0.9809247302225033,-0.1882780459785320,0.0483533974030296,0.1801612143147995,0.9739684933930803,0.1375765631720391,-0.0729973321055392,-0.1262408463220962,0.9893101830191351
image_246_rightcam,-2.0766801184294867,-7.4882183958909438,-2.4857950387313998,8.7150971394516716,-4.5773982856602746,-10.0023092931895090,0.9816596696305315,-0.1835909396819505,0.0513678877079289,0.1731338816270470,0.9713299604304017,0.1629195108114016,-0.0798057144171248,-0.1510379913696322,0.9853012600770383
image_247_leftcam,-3.2888839092657292,-7.7944882471127723,-2.6705675735024479,7.8099605771476268,-5.3680726043542704,-10.9725572353936940,0.9774128910007349,-0.2010536435170588,0.0651265916051267,0.1895040286007335,0.9701925330979219,0.1510452642922994,-0.0935535336033756,-0.1352918369657002,0.9863791640139041
image_247_rightcam,-1.9293471267334563,-6.5247336827643405,-2.3295493951070334,4.8552076604094792,-7.6702561286754474,-8.4508594144395932,0.9802920409847453,-0.1576079015259848,0.1191103008078556,0.1456461959730931,0.9839328121403469,0.1032637728932859,-0.1334717197781226,-0.0838806924754696,0.9874964959174822
image_248_leftcam,-3.0575737953432456,-7.1756499729311223,-2.5449066861176979,7.8001527910264166,-6.5231449936941939,-9.3304662041400803,0.9803813445606027,-0.1758426669405996,0.0890605171822084,0.1610789316945314,0.9751398073617794,0.1521707391799763,-0.1136045641763286,-0.1348395809161738,0.9843334244130173
image_248_rightcam,-1.5989831944385409,-6.1583939834340677,-2.1829102812705532,2.2770359063805157,-13.8322783856046140,-7.8373210368571060,0.9619298579451903,-0.1456634765930356,0.2312425133498957,0.1324063912552862,0.9885817138815148,0.0719356833139081,-0.2390805218923084,-0.0385790949338761,0.9702330428746409
image_249_leftcam,-2.8816604892120292,-6.2531786342162263,-2.4868820123644726,3.5166033784796125,-10.3385803803276670,-7.9487921121141953,0.9743124667681420,-0.1489298109804674,0.1689234397634044,0.1360428109498366,0.9870049459998719,0.0855195308725280,-0.1794646781097754,-0.0603419255005378,0.9819120537695025
image_249_rightcam,-1.2887339730364977,-5.8658271909494317,-1.9385124371523774,5.6666998812659797,-16.6515822155242540,-7.1907591427384849,0.9505297123020653,-0.1526334267019518,0.2705481529860682,0.1199240796661515,0.9837447570133411,0.1336580269381112,-0.2865510096774737,-0.0946006876401135,0.9533830440860788
image_250_leftcam,-2.5151345709019148,-5.9419215571166371,-2.4408693501634566,1.4648202279346472,-16.3673230734820370,-7.5636265660635189,0.9511267422952647,-0.1387249638286439,0.2758863978189908,0.1262928951611691,0.9900271717774735,0.0624203794774369,-0.2817942950497880,-0.0245272002690626,0.9591612959895506
image_250_rightcam,-1.1657478307784859,-5.2220444749355739,-1.5535083577311624,9.1691432358590497,-14.9860266861388710,-6.2010548254981899,0.9603368936256085,-0.1476014971916651,0.2365731361932200,0.1043438608012953,0.9769950803336505,0.1859918592759482,-0.2585834670944700,-0.1539298899844441,0.9536457306121493
image_251_leftcam,-2.2076891463460044,-5.6495155604081457,-2.1839496371971836,5.6563555521022852,-18.5691228922797360,-6.6801396142314724,0.9415046257980975,-0.1469338242444405,0.3032812076171038,0.1102705311170867,0.9847239039010522,0.1347562356740021,-0.3184485037929059,-0.0934306394004420,0.9433245814953007
image_251_rightcam,-1.1708882761371184,-4.8689831140665465,-1.2353899534439665,10.2781422833681170,-12.8081872710600080,-6.6750172339461695,0.9685077800314965,-0.1536593653124506,0.1959119176319740,0.1133454100740899,0.9726855905295150,0.2025723574217008,-0.2216878391648917,-0.1739871875398412,0.9594701457254298
image_252_leftcam,-2.1183656014350452,-4.9540281088553115,-1.7605879907415336,8.5586816462727491,-16.7095957609578600,-5.9871203282769594,0.9525500478065899,-0.1456994726343639,0.2672453369054949,0.0999005577302729,0.9790069141763219,0.1776663743090864,-0.2875209296535535,-0.1425381551340703,0.9471085414788170
