PhotoID, X, Y, Z, Omega, Phi, Kappa, r11, r12, r13, r21, r22, r23, r31, r32, r33
image_70_leftcam,-7.4607125756291319,-55.6456202250534490,7.9143746664843135,-11.6682633901512180,5.3611086969151005,-11.5972682615672670,0.9752997534614174,-0.2153873819006958,-0.0489761841721277,0.2001518287968903,0.9555429653592589,-0.2165107082379403,0.0934325228566515,0.2013601675366752,0.9750509969238757
image_70_rightcam,-5.9139344431474905,-54.8140506850839770,7.7953361363053091,-0.1533547764689544,-1.9354497772320014,-12.2968845828676390,0.9764997560322553,-0.2128881745429385,0.0335686104675372,0.2128557586257980,0.9770729089638628,0.0045778366867979,-0.0337735471749995,0.0026750156392678,0.9994259311237366
image_71_leftcam,-7.1711708123111242,-54.9584459810786330,7.8521516181768476,-6.5792688629679494,0.4416819988613604,-11.5690104502143710,0.9796547542179206,-0.2000926216888035,0.0154759582555411,0.2005421103879899,0.9730548135959445,-0.1137857271317152,0.0077087287769875,0.1145743098755702,0.9933847708804378
image_71_rightcam,-6.4110063450389010,-54.8470743211592550,7.5499404116192874,7.6444874436934747,1.4981228757546559,-13.7453591299041200,0.9710292900824600,-0.2321172359623098,-0.0567776943101008,0.2375259959202035,0.9635547583735278,0.1230594526147743,0.0261441975219989,-0.1329805112975202,0.9907737706212156
image_72_leftcam,-7.5589495410772463,-54.5829804243436670,7.7019502052100401,2.9206827146399639,-5.0461748411969580,-11.4900682580176030,0.9761610594110608,-0.2033312908479637,0.0759339993124068,0.1984260049856376,0.9777935456676477,0.0674307244224008,-0.0879585506640230,-0.0507559672628830,0.9948301991557623
image_72_rightcam,-6.5659140703827861,-54.8020161301660590,7.1064202717042857,7.0396308741649145,6.5171242666301419,-15.9587946636998620,0.9552467032550784,-0.2594993190044453,-0.1419994343528648,0.2731692681672046,0.9580363556539292,0.0868613387781464,0.1135001623315946,-0.1217638890704759,0.9860483093992578
image_73_leftcam,-7.6192959392530755,-54.5564541841752940,7.5538041323374987,7.7433047797945775,2.4940966624439094,-13.5939523345709490,0.9710650628524751,-0.2271974038992999,-0.0735797755414982,0.2348168692136515,0.9645009890841839,0.1208258250057910,0.0435164525210604,-0.1346075098835485,0.9899429966634102
image_73_rightcam,-6.4191842952314140,-54.2442377647659480,6.5539065269323382,0.2875058127883961,10.4065537884014990,-15.2789202171654230,0.9487866565099761,-0.2626404876256288,-0.1755672369446896,0.2591835014420774,0.9648811411078888,-0.0427585794263930,0.1806316500750781,-0.0049353615987522,0.9835384330045492
image_74_leftcam,-7.7660394459930941,-54.3973896315946210,7.1538728815137045,5.0732473965499221,7.0670158160589809,-15.6901023690595270,0.9554244843879389,-0.2589006273637557,-0.1418961584493912,0.2683796330954941,0.9619090923020512,0.0519929868941166,0.1230301880497997,-0.0877574116374079,0.9885151539208359
image_74_rightcam,-6.4122081503685138,-53.6802272675482040,6.2158156906431907,-4.0072793243123046,9.4956673068325887,-14.9051996816647620,0.9531118517933348,-0.2677325650418764,-0.1410569799307273,0.2536960775218077,0.9610247263074543,-0.1098625308088771,0.1649730227071363,0.0689256776664536,0.9838867580860569
image_75_leftcam,-7.6184482298950584,-53.6560006241480350,6.6334160085470550,-1.7645462624231716,8.6399606981359298,-14.0621686226380800,0.9590245802222863,-0.2473464970863994,-0.1381722291509966,0.2402172572008532,0.9684487306815887,-0.0663530359826819,0.1502249109580924,0.0304428385717857,0.9881830345170500
image_75_rightcam,-6.3128904506955452,-53.1932956611818210,6.1916241230697917,-10.4020005753046620,6.6526252168482394,-12.5262411248731740,0.9696238277997349,-0.2337413700496633,-0.0720736046711740,0.2154263826316759,0.9556165193393735,-0.2009690066451333,0.1158494981828627,0.1793377815548280,0.9769426052116736
image_76_leftcam,-7.6113487259109327,-53.1582683931167490,6.3470763472516341,-6.7384975755457912,7.4331529804925145,-13.4539087501478760,0.9643844857159647,-0.2458192140344374,-0.0976497707209093,0.2307078804551644,0.9623071917189575,-0.1440095228165810,0.1293693843466844,0.1163519779697158,0.9847465560317003
image_76_rightcam,-6.2076973740170240,-52.7646242331319190,6.3037111713273282,-16.6044865744050940,0.8527128107877369,-12.1586594866602520,0.9774598562979591,-0.2059940785382385,0.0462457450275731,0.2105961835432089,0.9359080082748050,-0.2823569505504029,0.0148820967275569,0.2857317617176468,0.9581940740490529
image_77_leftcam,-7.5179646286262427,-52.6908995376708660,6.2844135342460667,-13.7740979191575260,3.5918717490297993,-10.9382619339570190,0.9799035308998614,-0.1989396526229620,-0.0145631296169403,0.1893784073935103,0.9507663047230891,-0.2453145992726478,0.0626489340937434,0.2376266997150305,0.9693341336399233
image_77_rightcam,-6.1937307144239249,-52.0838890113824960,6.3263108212432160,-18.9625741174374020,-2.8153613885969286,-13.0300163678325000,0.9730761648299154,-0.1976761041756237,0.1185197674561134,0.2251893497793275,0.9249789714552060,-0.3061105341402559,-0.0491175547627009,0.3245582539446766,0.9445895434581709
image_78_leftcam,-7.4461226278307633,-52.2640537531649440,6.2339031498205664,-18.9181038514946390,-2.2715439228707064,-11.2227093183061410,0.9801073224078705,-0.1715054121394925,0.0998775759083977,0.1944702056625074,0.9303949669960974,-0.3107193983289640,-0.0396355354707997,0.3239615702443642,0.9452396126553039
image_78_rightcam,-6.2124419517007539,-50.9539552780166150,6.2702425740422845,-13.4016388401292110,-4.6013741261325105,-11.1731167461237230,0.9778842261446532,-0.1702561680050579,0.1214713032518636,0.1931495218518656,0.9579345359108480,-0.2122608939905423,-0.0802228300789024,0.2310287042025337,0.9696339697889250
image_79_leftcam,-7.4679492308455844,-51.4090075701614000,6.0894627024175234,-19.2802301092900880,-5.5484865490056574,-11.8009692949346830,0.9742776897239969,-0.1617919748185700,0.1568640819001558,0.2035544153980924,0.9304934147659056,-0.3045449146664991,-0.0966880720565488,0.3286416923666133,0.9394924452918162
image_79_rightcam,-6.2066700343412124,-50.1982767698762730,6.4201649295532937,-6.8573195631537365,-0.0287535586355991,-11.3301254934271400,0.9805113731972597,-0.1949975850183999,0.0239455396225756,0.1964616888433325,0.9735092364145589,-0.1169725242626164,-0.0005018442487917,0.1193972715456038,0.9928464330901409
image_80_leftcam,-7.4337664989195691,-50.4601327363858800,6.2054212100165813,-11.0307490094275290,-5.2255698959838499,-10.3398739140492000,0.9796717120282437,-0.1590275084277104,0.1222848650280350,0.1787409138817147,0.9687128298954467,-0.1721834454896435,-0.0910770133259739,0.1905405593547742,0.9774452787160979
image_80_rightcam,-6.2372015581676967,-49.5212399139526980,6.5345778552754226,-5.6563131710060386,2.8936686222935575,-11.2017485281805240,0.9796984599533205,-0.1981992412872334,-0.0301328445098873,0.1940165892238120,0.9752064111807313,-0.1064425605571254,0.0504825778962469,0.0984353409358840,0.9938621599516635
