0.000000,0.000000,0.000000
0.387794,0.053708,-0.507081
-0.426280,0.664407,-0.790549
0.854492,0.000827,-1.196345
-0.067085,0.792023,-1.266330
1.583640,-0.102013,-2.218017
0.469278,0.818699,-1.891025
2.391625,-0.196264,-3.408454
1.134642,0.846646,-2.895784
3.113097,-0.246529,-4.320559
1.936023,0.784916,-4.023071
4.014590,-0.212530,-5.256079
2.637204,0.742447,-4.863208
4.847436,-0.079920,-6.120558
3.496196,0.770044,-5.785164
5.672864,0.168041,-7.089738
4.295978,0.923027,-6.642569
6.539756,0.361160,-8.064540
5.082212,1.172328,-7.568161
7.605106,0.625122,-9.221075
5.933330,1.314891,-8.630009
8.604750,1.146895,-10.277283
6.940593,1.592368,-9.842457
9.248186,1.779618,-10.950744
7.826186,2.068327,-10.735643
9.995183,2.525104,-11.792466
8.411463,2.771998,-11.331303
10.888765,3.204177,-12.791014
9.217448,3.522559,-12.086745
11.817840,3.798144,-13.808290
10.147803,4.211337,-13.090559
12.453359,4.303556,-14.596709
11.002027,4.762466,-14.069990
12.998346,5.003830,-15.533142
11.639678,5.288925,-14.870804
13.606470,5.686339,-16.523698
12.191506,6.006035,-15.771734
14.134518,6.284038,-17.318406
12.745864,6.614235,-16.739665
14.852821,7.252619,-18.255788
13.228001,7.223191,-17.562351
15.647878,8.079268,-19.169052
13.968394,8.124268,-18.361988
16.248356,8.426668,-19.791514
14.660909,8.776026,-19.307271
16.668815,9.042087,-20.389213
15.201847,9.109159,-20.001813
17.162611,9.915413,-21.021580
15.680620,9.832992,-20.625734
17.749194,10.555034,-21.542950
16.183224,10.600335,-21.107653
18.202607,11.176468,-22.074947
16.746151,11.203417,-21.698256
18.611206,11.902103,-22.665404
17.173482,11.834388,-22.270647
19.061302,12.737095,-23.240802
17.634112,12.693255,-22.901031
19.642362,13.769965,-23.789442
18.146175,13.610467,-23.419438
20.329934,14.887503,-24.276673
18.732543,14.643409,-23.838247
21.115848,15.998051,-24.814205
19.382895,15.742978,-24.387203
21.802776,16.705744,-25.084572
20.235825,16.593488,-24.862145
22.256012,17.425496,-25.360318
20.758959,17.242230,-25.199383
22.614810,18.115719,-25.589956
21.211144,17.952120,-25.457278
22.948584,18.908793,-25.838637
21.551051,18.681314,-25.636491
23.442226,19.615988,-26.079909
21.932778,19.464404,-25.920652
23.967961,20.273535,-26.216118
22.440378,20.077784,-26.256636
24.454061,21.237694,-26.447421
22.931066,20.730411,-26.458755
25.051516,22.270784,-26.684744
23.472982,21.752533,-26.740728
25.560641,23.155073,-26.916321
24.055955,22.666178,-27.016655
25.909503,23.829160,-27.033443
24.516463,23.471717,-27.203390
26.041833,24.370636,-27.017086
24.769888,24.096750,-27.267674
26.019515,25.095025,-26.912501
24.841779,24.652645,-27.151960
26.004062,25.821532,-26.757990
24.837059,25.437524,-26.910223
25.928846,26.579406,-26.583846
24.810054,26.102426,-26.693667
25.863304,26.839327,-26.332990
24.755319,26.753738,-26.439313
25.731015,26.946411,-26.185445
24.709718,26.901465,-26.158193
25.691656,27.175031,-26.111556
24.546177,27.031042,-26.066707
25.639576,27.371835,-25.942743
24.554285,27.218923,-25.999720
25.665570,28.219150,-25.862024
24.442614,27.543247,-25.861240
25.658317,28.687863,-25.905867
24.491013,28.416495,-25.875529
25.226814,28.695580,-26.097777
24.268218,28.615667,-25.974771
25.061239,28.766859,-26.488917
24.124173,28.685864,-26.075506
25.011432,29.385058,-26.923885
23.940299,28.861926,-26.398496
24.928963,29.847952,-27.175453
23.846268,29.621378,-26.807943
24.907107,30.261183,-27.131076
23.776277,30.018482,-27.001782
24.911009,30.608674,-26.982989
23.755531,30.399752,-27.002331
24.748128,31.238853,-26.899228
23.742079,30.759042,-26.995063
24.477041,32.275158,-26.806251
23.476669,31.584336,-27.045394
24.261465,32.929049,-26.550810
23.265350,32.440288,-26.833359
24.038029,33.484260,-26.338976
23.072524,33.015435,-26.460652
23.897982,34.302108,-26.187399
22.894202,33.546830,-26.192684
23.779704,35.369796,-26.165727
22.729424,34.489314,-26.080699
23.814723,35.788720,-26.187592
22.711877,35.358330,-26.075268
23.714586,36.356975,-26.317654
22.648863,35.873517,-26.201831
23.548069,36.873025,-26.321982
22.584013,36.382136,-26.402889
23.253657,37.695202,-26.215441
22.389205,37.007317,-26.368382
22.850128,38.573406,-26.161130
22.027954,37.953642,-26.324305
22.380231,39.507105,-25.947312
21.575432,38.882274,-26.149266
21.798807,40.439827,-25.747470
21.102935,39.662327,-25.847295
21.527807,41.241338,-25.593479
20.695721,40.480113,-25.565386
21.226749,42.177981,-25.623329
20.442698,41.265860,-25.439629
20.873328,43.464052,-25.743693
20.113368,42.285066,-25.496206
20.705690,44.622333,-25.655681
19.799416,43.571238,-25.612391
20.594212,45.432318,-25.511973
19.682586,44.520977,-25.538096
20.465919,46.310804,-25.291686
19.536863,45.418791,-25.342099
20.277884,47.393108,-25.006415
19.409879,46.331593,-25.117499
20.022916,48.763465,-24.710545
19.198412,47.446375,-24.864431
19.773455,50.018827,-24.470664
18.928715,48.839364,-24.646153
19.390920,51.274022,-24.125574
18.627214,50.091264,-24.454336
19.003426,52.449627,-23.740822
19.003426,52.449627,-23.740822
20.550204,53.281197,-23.859861
19.292968,53.136801,-23.803045
20.053133,53.248173,-24.105256
18.905189,53.512267,-23.953247
19.898225,53.293231,-24.548776
18.844843,53.538793,-24.101393
20.044955,53.851009,-25.101290
18.698099,53.697858,-24.501324
20.051931,54.415020,-25.439381
18.845691,54.439247,-25.021781
20.151248,54.901952,-25.463573
18.852790,54.936979,-25.308120
20.256442,55.330623,-25.351486
18.946174,55.404348,-25.370783
20.270408,56.011358,-25.328886
19.018016,55.831193,-25.421294
20.251697,57.141292,-25.384954
18.996190,56.686240,-25.565734
20.257469,57.896970,-25.235032
19.030372,57.635115,-25.449776
20.226937,58.574007,-25.120619
19.014200,58.378693,-25.181122
20.360042,59.525797,-25.126575
19.018876,59.041475,-24.996496
20.593105,60.662124,-25.302138
19.162013,60.159049,-25.077323
20.768152,61.141164,-25.407999
